# Информация по метеостанции 259130 Магадан Географические координаты: 59.550,150.783 Первое наблюдение: 03.03.1946 Последнее наблюдение: 31.12.2021;;;;;;;
Дата; Максимальная температура; Минимальная температура;Средняя температура; Атмосферное давление; Скорость ветра; Осадки; Эффективная температура
24.09.2017; 13.0; -3.0; 4.0; 1000.7;1;0; 2.1
25.09.2017; 12.0; 6.0; 8.4; 1002.6;1;0; 7.0
26.09.2017; 13.0; 4.0; 8.4; 1002.6;1;0; 7.3
27.09.2017; 10.9; 2.0; 7.2; 1000.6;1;0; 5.9
28.09.2017; 12.0; 7.0; 8.2; 988.5;7;22; 3.1
29.09.2017; 8.0; 1.0; 4.5; 981.2;3;44; 1.6
30.09.2017; 6.3; 1.0; 3.2; 981.7;2;12; 0.8
01.10.2017; 8.0; -4.0; 2.3; 987.4;1;1; 0.3
02.10.2017; 8.9; -6.0; 2.2; 990.1;4;0; -2.2
03.10.2017; 5.7; -2.0; 0.7; 991.4;4;0; -3.9
04.10.2017; 3.0; -13.0; -4.4; 990.9;3;0; -8.7
05.10.2017; 2.4; -17.0; -6.4;9999;2;0; -10.2
06.10.2017; 2.3; -10.0; -3.0; 1001.3;1;0; -5.9
07.10.2017; 4.0; -11.0; -4.2;9999;2;1; -7.8
08.10.2017; 3.0; -11.0; -2.7; 991.9;1;5; -5.3
09.10.2017; 1.9; -6.0; -2.9; 993.1;2;1; -6.3
10.10.2017; -1.7; -18.0; -7.4; 998.1;3;1; -11.8
11.10.2017; -1.3; -24.0; -11.9;9999;2;0; -16.1
12.10.2017; -0.1; -11.0; -6.1; 990.9;3;0; -10.6
13.10.2017; -1.6; -10.0; -4.7; 988.9;3;0; -9.1
14.10.2017; 1.7; -17.0; -6.7;9999;3;0; -11.2
15.10.2017; 1.6; -20.0; -9.3;9999;2;0; -13.3
16.10.2017; 1.0; -16.0; -8.5;9999;1;0; -11.7
17.10.2017; 0.0; -15.0; -7.8;9999;1;0; -11.0
18.10.2017; 1.6; -20.0; -9.6;9999;2;0; -13.6
19.10.2017; 0.2; -22.0; -11.7;9999;1;0; -15.2
20.10.2017; -0.7; -23.0; -13.2;9999;1;0; -16.8
21.10.2017; -1.0; -19.0; -12.7;9999;1;0; -16.2
22.10.2017; 1.0; -8.0; -1.6; 999.7;6;0; -7.6
23.10.2017; -1.0; -11.0; -3.9; 983.6;2;2; -7.3
24.10.2017; 1.3; -16.0; -5.9;9999;3;0; -10.2
25.10.2017; -0.1; -12.0; -5.3; 988.4;2;0; -8.9
26.10.2017; 0.3; -18.0; -8.1;9999;2;0; -11.9
27.10.2017; 0.0; -19.0; -11.3;9999;1;0; -14.7
28.10.2017; 0.4; -9.0; -4.3; 995.9;2;7; -7.7
29.10.2017; 5.3; -4.0; -0.7; 982.1;5;65; -5.6
30.10.2017; -1.1; -7.0; -3.3; 975.3;4;15; -7.9
31.10.2017; -2.1; -10.0; -7.9; 970.5;8;3; -15.6
01.11.2017; -4.2; -10.0; -7.8; 979.8;3;23; -12.1
02.11.2017; -4.0; -9.0; -6.3; 994.7;2;3; -9.8
03.11.2017; -2.3; -19.0; -8.6; 1001.2;1;1; -11.7
04.11.2017; 0.4; -14.0; -3.7; 985.5;4;4; -8.3
05.11.2017; -2.1; -17.0; -7.7; 980.0;2;5; -11.4
06.11.2017; -7.0; -29.0; -19.9;9999;1;4; -23.8
07.11.2017; -9.8; -30.0; -23.3;9999;1;1; -27.4
08.11.2017; -9.1; -30.0; -22.0;9999;0;0; -25.4
09.11.2017; -7.0; -30.0; -22.6;9999;0;0; -26.0
10.11.2017; -6.8; -12.0; -10.5; 980.3;5;6; -16.5
11.11.2017; -9.0; -15.0; -12.7; 997.1;2;0; -16.9
12.11.2017; -5.8; -12.0; -8.5; 996.8;2;1; -12.3
13.11.2017; -5.4; -12.0; -9.7; 989.8;5;1; -15.6
14.11.2017; -8.0; -31.0; -18.2;9999;3;0; -23.4
15.11.2017; -5.0; -24.0; -11.7; 984.0;3;0; -16.4
16.11.2017; -2.7; -8.0; -5.9; 996.8;3;17; -10.0
17.11.2017; -4.6; -25.0; -12.8;9999;1;1; -16.2
18.11.2017; -5.6; -26.0; -16.6; 997.5;1;1; -20.3
19.11.2017; 0.0; -11.0; -3.8; 977.9;7;4; -10.4
20.11.2017; 0.0; -11.0; -5.9; 978.2;4;12; -10.7
21.11.2017; -5.9; -18.0; -10.4; 982.6;2;4; -14.3
22.11.2017; -8.4; -20.0; -14.7;9999;1;4; -18.3
23.11.2017; -8.7; -23.0; -17.9;9999;0;9999; -21.0
24.11.2017; -7.2; -19.0; -13.3; 965.6;7;15; -20.7
25.11.2017; -13.8; -27.0; -20.4; 979.5;2;6; -25.0
26.11.2017; -14.2; -34.0; -22.3; 980.6;1;4; -26.4
27.11.2017; -24.0; -40.0; -33.4;9999;0;0; -37.4
28.11.2017; -27.0; -40.0; -36.1;9999;0;0; -40.2
29.11.2017; -27.0; -39.0; -35.1;9999;0;0; -39.2
30.11.2017; -19.3; -35.0; -25.3;9999;2;0; -30.2
01.12.2017; -18.0; -25.0; -21.2; 981.7;4;0; -27.2
02.12.2017; -12.0; -18.7; -13.4; 979.6;5;0; -19.7
03.12.2017; -11.0; -16.0; -13.3; 981.5;4;0; -18.9
04.12.2017; -14.4; -29.0; -21.7;9999;2;1; -26.4
05.12.2017; -12.5; -20.0; -16.9; 997.4;1;2; -20.6
06.12.2017; -12.9; -33.0; -27.4;9999;2;0; -32.4
07.12.2017; -23.0; -37.0; -31.1;9999;1;0; -35.6
08.12.2017; -25.0; -35.0; -31.5;9999;1;0; -36.0
09.12.2017; -15.0; -30.0; -18.2; 994.8;6;0; -25.4
10.12.2017; -8.9; -16.0; -13.4; 998.3;8;2; -21.6
11.12.2017; -7.6; -12.0; -10.5; 1007.7;5;2; -16.5
12.12.2017; -7.7; -28.0; -17.8;9999;2;1; -22.3
13.12.2017; -13.1; -20.0; -17.0; 1003.0;5;0; -23.5
14.12.2017; -17.0; -21.0; -18.8; 996.7;3;0; -24.1
15.12.2017; -17.2; -33.0; -26.0;9999;2;0; -31.0
16.12.2017; -11.0; -28.0; -20.6;9999;2;1; -25.2
17.12.2017; -10.9; -21.0; -15.6; 989.7;4;1; -21.3
18.12.2017; -18.2; -37.0; -23.3; 984.1;4;0; -29.4
19.12.2017; -29.0; -42.0; -37.8;9999;0;0; -42.0
20.12.2017; -32.0; -43.0; -40.0;9999;1;0; -44.9
21.12.2017; -32.0; -42.0; -39.2;9999;0;0; -43.4
22.12.2017; -29.0; -40.0; -36.4;9999;0;0; -40.5
23.12.2017; -30.0; -42.0; -38.3;9999;0;0; -42.5
24.12.2017; -32.0; -43.0; -39.7;9999;0;0; -44.0
25.12.2017; -32.0; -42.0; -38.5;9999;1;0; -43.4
26.12.2017; -6.0; -33.0; -16.4; 992.5;3;1; -21.4
27.12.2017; 0.0; -9.0; -2.7; 997.1;6;1; -8.7
28.12.2017; 1.0; -3.0; -1.3; 1006.7;5;0; -6.6
29.12.2017; -1.0; -22.0; -12.8;9999;2;0; -17.0
30.12.2017; -15.0; -27.0; -22.3;9999;0;0; -25.7
31.12.2017; -18.0; -32.0; -26.7;9999;0;0; -30.4
01.01.2018; -22.0; -35.0; -30.7;9999;0;0; -34.6
02.01.2018; -24.0; -34.0; -31.8;9999;0;0; -35.7
03.01.2018; -17.2; -33.0; -26.5;9999;1;0; -30.8
04.01.2018; -26.0; -38.0; -34.2;9999;0;0; -38.2
05.01.2018; -27.0; -37.0; -33.4;9999;1;0; -38.0
06.01.2018; -14.7; -31.0; -23.7;9999;1;0; -27.9
07.01.2018; -16.5; -30.0; -21.9; 981.8;2;0; -26.6
08.01.2018; -17.7; -30.0; -24.0; 988.9;1;0; -28.2
09.01.2018; -16.1; -32.0; -24.8;9999;1;0; -29.0
10.01.2018; -17.3; -30.0; -21.8; 987.5;2;0; -26.6
11.01.2018; -15.1; -20.0; -18.7; 990.0;1;0; -22.6
12.01.2018; -13.5; -28.0; -20.9; 992.5;1;1; -24.9
13.01.2018; -11.9; -25.0; -18.8; 992.9;1;2; -22.7
14.01.2018; -21.3; -41.0; -35.6;9999;0;0; -39.7
15.01.2018; -22.6; -38.0; -34.5;9999;0;0; -38.5
16.01.2018; -22.4; -43.0; -37.6;9999;0;0; -41.8
17.01.2018; -24.0; -44.0; -39.2;9999;0;0; -43.4
18.01.2018; -30.0; -41.0; -38.3;9999;0;0; -42.5
19.01.2018; -27.0; -37.0; -34.8;9999;0;0; -38.8
20.01.2018; -8.0; -36.0; -20.3; 992.8;1;3; -24.3
21.01.2018; -4.2; -8.0; -6.6; 981.9;6;4; -12.9
22.01.2018; -5.8; -23.0; -14.4; 988.9;2;9; -18.6
23.01.2018; -9.8; -24.0; -17.9;9999;2;5; -22.4
24.01.2018; -15.9; -35.0; -26.6;9999;2;0; -31.6
25.01.2018; -8.0; -21.0; -13.8; 992.1;7;1; -21.4
26.01.2018; -7.6; -21.0; -15.0;9999;5;6; -21.2
27.01.2018; -7.2; -16.0; -12.7; 989.4;3;5; -17.5
28.01.2018; -1.2; -12.0; -7.0; 984.9;2;9; -10.6
29.01.2018; 1.0; -8.0; -5.6; 989.2;3;9; -9.7
30.01.2018; 1.0; -2.0; -0.1; 993.9;8;6; -6.9
31.01.2018; -1.0; -6.0; -3.2; 1005.3;2;25; -6.4
01.02.2018; -1.9; -6.0; -4.7; 1012.1;1;12; -7.4
02.02.2018; -1.6; -5.0; -3.2; 1009.9;4;12; -7.7
03.02.2018; -3.5; -14.0; -6.5; 1009.3;1;3; -9.4
04.02.2018; -3.8; -24.0; -14.2; 1002.9;1;0; -17.8
05.02.2018; -11.1; -33.0; -25.6;9999;2;0; -30.5
06.02.2018; -7.1; -23.0; -15.1;9999;2;1; -19.4
07.02.2018; -5.8; -13.0; -8.9; 982.9;4;2; -14.1
08.02.2018; -10.2; -17.0; -14.9; 984.8;5;0; -21.2
09.02.2018; -14.1; -21.0; -16.6; 989.0;4;0; -22.4
10.02.2018; -10.9; -18.0; -15.2; 990.1;2;0; -19.5
11.02.2018; -12.0; -21.0; -16.1; 988.7;1;1; -19.8
12.02.2018; -8.0; -16.0; -11.6; 970.5;4;0; -17.1
13.02.2018; -7.6; -13.0; -11.5; 966.6;6;1; -18.3
14.02.2018; -9.2; -18.0; -12.8; 974.2;5;0; -19.0
15.02.2018; -11.6; -24.0; -15.3; 983.4;4;0; -21.0
16.02.2018; -11.8; -33.0; -22.9;9999;3;0; -28.3
17.02.2018; -12.0; -33.0; -21.1;9999;3;0; -26.5
18.02.2018; -9.1; -27.0; -19.6;9999;2;0; -24.2
19.02.2018; -9.4; -30.0; -19.2;9999;2;0; -23.8
20.02.2018; -11.0; -31.0; -21.3;9999;1;0; -25.4
21.02.2018; -12.8; -30.0; -21.1;9999;1;0; -25.1
22.02.2018; -9.7; -31.0; -21.6;9999;1;0; -25.6
23.02.2018; -5.2; -20.0; -9.6; 995.1;4;1; -14.9
24.02.2018; -4.6; -11.0; -7.1; 1005.5;4;1; -12.2
25.02.2018; -4.6; -20.0; -11.1; 1005.6;2;0; -15.3
26.02.2018; -7.5; -30.0; -15.9; 1005.8;3;0; -21.0
27.02.2018; -12.0; -34.0; -24.7;9999;1;0; -28.9
28.02.2018; -11.0; -31.0; -23.3;9999;1;0; -27.5
01.03.2018; -9.0; -36.0; -23.0;9999;2;0; -27.8
02.03.2018; -11.9; -30.0; -23.1;9999;1;0; -27.2
03.03.2018; -5.0; -15.0; -8.7; 981.6;4;0; -14.0
04.03.2018; -6.6; -18.0; -12.3; 987.7;3;1; -17.1
05.03.2018; -7.7; -17.0; -12.0; 989.0;3;0; -16.8
06.03.2018; -9.9; -16.0; -13.3; 988.6;4;2; -18.8
07.03.2018; -11.0; -18.0; -16.1; 993.6;5;0; -22.5
08.03.2018; -13.6; -36.0; -21.1; 1007.4;3;0; -26.5
09.03.2018; -12.0; -25.0; -17.8; 1010.2;3;1; -23.0
10.03.2018; -11.0; -27.0; -17.3; 986.8;5;7; -23.7
11.03.2018; -13.5; -35.0; -24.1;9999;2;0; -29.0
12.03.2018; -14.3; -31.0; -23.2;9999;2;0; -28.0
13.03.2018; -14.0; -37.0; -27.2;9999;1;0; -31.6
14.03.2018; -13.0; -37.0; -25.1;9999;1;0; -29.4
15.03.2018; -12.9; -37.0; -25.7;9999;1;0; -30.0
16.03.2018; -13.0; -21.0; -15.3; 988.4;3;3; -20.3
17.03.2018; -7.6; -15.0; -12.3; 984.2;5;1; -18.5
18.03.2018; -8.8; -17.1; -13.7; 991.8;5;0; -20.0
19.03.2018; -12.8; -30.0; -20.1;9999;3;0; -25.4
20.03.2018; -11.0; -20.0; -16.2; 994.3;4;0; -22.0
21.03.2018; -14.2; -23.0; -17.8; 990.3;5;0; -24.3
22.03.2018; -11.6; -31.0; -19.3; 992.0;3;0; -24.6
23.03.2018; -7.0; -29.0; -16.5;9999;2;0; -21.0
24.03.2018; -4.0; -24.0; -14.3;9999;1;0; -18.0
25.03.2018; -4.0; -28.0; -16.1;9999;1;0; -19.9
26.03.2018; -5.0; -24.0; -15.0;9999;1;1; -18.7
27.03.2018; -4.0; -13.0; -7.5; 986.4;5;6; -13.1
28.03.2018; -2.8; -6.9; -5.4; 983.2;5;7; -10.8
29.03.2018; -1.0; -9.0; -5.2; 980.1;2;3; -8.7
30.03.2018; -4.6; -16.0; -9.1; 990.1;2;3; -12.9
31.03.2018; -3.4; -22.0; -12.3;9999;2;0; -16.5
01.04.2018; 0.2; -7.0; -3.9; 997.3;3;4; -7.9
02.04.2018; 2.0; -5.0; -1.8; 1001.3;4;3; -6.2
03.04.2018; 1.0; -2.7; -0.6; 995.2;7;0; -7.0
04.04.2018; 5.0; 0.0; 1.7; 993.9;6;0; -3.8
05.04.2018; 5.0; -1.0; 1.8; 996.2;7;0; -4.5
06.04.2018; 3.0; -11.0; -2.9; 997.7;3;0; -7.0
07.04.2018; 1.0; -8.0; -3.6; 992.8;5;1; -9.1
08.04.2018; -5.0; -14.0; -7.9; 986.3;4;0; -13.1
09.04.2018; -2.1; -23.0; -10.1; 990.5;3;0; -14.8
10.04.2018; -3.4; -9.0; -6.6; 995.6;4;0; -11.8
11.04.2018; -2.6; -15.0; -6.9; 1001.0;4;0; -12.1
12.04.2018; -3.0; -14.0; -7.3; 999.8;3;0; -11.8
13.04.2018; -2.2; -11.0; -6.2; 997.1;3;0; -10.7
14.04.2018; 0.0; -17.0; -7.1;9999;2;0; -10.9
15.04.2018; 0.0; -20.0; -7.4; 990.8;2;0; -11.2
16.04.2018; 0.0; -21.0; -8.5;9999;2;0; -12.4
17.04.2018; 2.0; -12.0; -5.2; 983.8;2;0; -8.8
18.04.2018; 1.0; -18.0; -7.6;9999;1;0; -10.6
19.04.2018; 2.0; -16.0; -4.3; 993.7;1;0; -7.3
20.04.2018; 3.0; -15.0; -2.8; 996.4;2;0; -6.3
21.04.2018; 5.0; -9.0; -0.6; 997.3;1;0; -3.2
22.04.2018; 4.0; -4.0; 0.3; 996.8;2;2; -2.8
23.04.2018; 6.0; -8.0; -0.3; 998.5;2;0; -3.5
24.04.2018; 5.0; -7.0; -0.3; 992.1;3;0; -4.1
25.04.2018; -1.0; -6.0; -2.8; 984.7;2;8; -6.0
26.04.2018; 1.0; -13.0; -3.4; 988.8;3;0; -7.6
27.04.2018; 3.2; -3.0; -0.3; 980.9;6;0; -6.4
28.04.2018; 2.0; -2.3; -0.9; 978.3;4;1; -5.5
29.04.2018; 5.0; -10.0; -0.5; 986.2;2;0; -3.8
30.04.2018; 5.0; -10.0; -0.8; 995.4;2;0; -4.1
01.05.2018; 4.5; -4.0; 0.3; 1000.4;2;0; -2.8
02.05.2018; 3.0; -3.5; -1.2; 1000.3;3;1; -5.0
03.05.2018; 3.0; -3.6; -1.8; 999.5;2;1; -4.9
04.05.2018; 10.0; -8.0; 0.2; 1002.3;1;0; -2.1
05.05.2018; 15.0; -5.0; 5.1; 1003.1;1;0; 3.0
06.05.2018; 11.0; 0.8; 4.9; 1000.2;3;0; 1.6
07.05.2018; 7.0; -6.0; 1.4; 1002.1;3;0; -2.2
08.05.2018; 8.0; -5.0; 2.0; 998.3;2;0; -0.8
09.05.2018; 12.0; -2.0; 4.7; 995.9;2;0; 2.1
10.05.2018; 10.2; 0.0; 4.1; 995.1;6;0; -1.3
11.05.2018; 5.6; -3.0; 2.0; 995.4;4;0; -2.3
12.05.2018; 7.6; -1.0; 3.8; 995.3;4;0; -0.4
13.05.2018; 8.6; -2.0; 2.3; 996.8;3;0; -1.3
14.05.2018; 8.0; -2.0; 1.9; 1001.7;2;0; -0.9
15.05.2018; 7.3; 0.0; 3.7; 1001.9;2;0; 1.0
16.05.2018; 6.0; -0.4; 1.8; 996.4;3;10; -1.5
17.05.2018; 4.0; 1.0; 2.3; 992.5;2;4; -0.3
18.05.2018; 4.0; 1.0; 2.3; 996.8;3;11; -0.9
19.05.2018; 8.0; -1.0; 4.6; 1005.1;3;0; 1.3
20.05.2018; 11.0; -2.0; 4.1; 1004.7;3;0; 0.9
21.05.2018; 5.0; 0.2; 2.6; 990.9;2;1; 0.1
22.05.2018; 13.0; 1.0; 7.6; 988.6;3;0; 4.5
23.05.2018; 15.0; -1.0; 9.2; 995.2;3;0; 6.1
24.05.2018; 16.0; -2.0; 8.2; 997.7;2;0; 5.8
25.05.2018; 14.0; 0.0; 7.3; 996.9;3;0; 4.3
26.05.2018; 12.0; 2.0; 6.6; 995.4;3;0; 3.6
27.05.2018; 8.0; 0.0; 3.7; 991.7;2;7; 1.3
28.05.2018; 11.0; 1.0; 5.4; 990.1;3;0; 2.4
29.05.2018; 5.0; -1.1; 1.3; 980.9;3;10; -2.0
30.05.2018; 9.0; 1.8; 4.5; 982.4;3;4; 1.5
31.05.2018; 13.0; -2.0; 7.6; 984.1;2;1; 5.2
01.06.2018; 15.0; -3.0; 7.8; 985.4;2;0; 5.4
02.06.2018; 15.0; 4.0; 8.9; 981.1;4;6; 5.4
03.06.2018; 15.0; 4.0; 10.3; 989.6;4;0; 6.4
04.06.2018; 14.6; -1.0; 9.1; 995.4;3;0; 5.8
05.06.2018; 16.0; 1.0; 10.4; 1003.4;2;0; 8.1
06.06.2018; 16.0; 4.0; 9.9; 1009.7;2;0; 7.7
07.06.2018; 17.0; -1.0; 9.6; 1005.3;2;0; 7.6
08.06.2018; 19.0; 2.0; 12.4; 995.0;3;0; 9.7
09.06.2018; 17.0; 5.0; 10.8; 999.7;5;0; 6.7
10.06.2018; 11.0; 4.3; 7.3; 1001.7;4;2; 3.8
11.06.2018; 8.0; 5.0; 6.1; 1005.5;3;12; 3.4
12.06.2018; 9.0; 4.4; 6.9; 1009.0;4;4; 3.7
13.06.2018; 13.0; 4.8; 8.2; 1008.7;2;0; 6.4
14.06.2018; 13.0; 3.0; 6.8; 1008.1;3;0; 4.1
15.06.2018; 12.0; 3.0; 7.3; 1002.0;2;0; 5.2
16.06.2018; 12.0; 4.3; 7.8; 999.6;2;0; 5.9
17.06.2018; 11.0; 5.2; 7.7; 1000.9;2;0; 5.8
18.06.2018; 16.0; 4.0; 8.3; 1000.9;3;0; 5.8
19.06.2018; 15.0; 5.0; 8.3; 1001.9;3;0; 5.7
20.06.2018; 16.0; 3.0; 9.2; 1000.8;3;0; 6.7
21.06.2018; 19.0; 7.5; 12.4; 999.7;5;1; 9.0
22.06.2018; 20.0; 3.0; 13.4; 995.4;3;0; 11.4
23.06.2018; 25.0; 3.0; 16.3; 994.5;3;0; 14.2
24.06.2018; 26.0; 10.4; 17.4; 993.3;3;0; 15.6
25.06.2018; 24.0; 8.0; 15.7; 990.5;3;2; 14.3
26.06.2018; 22.0; 8.0; 13.1; 992.0;3;0; 11.4
27.06.2018; 17.0; 6.1; 10.8; 995.0;3;0; 8.8
28.06.2018; 13.0; 7.1; 9.3; 996.7;4;0; 6.5
29.06.2018; 15.0; 9.1; 11.3; 999.0;4;1; 8.7
30.06.2018; 12.0; 5.0; 9.5; 999.7;3;7; 7.5
01.07.2018; 17.0; 7.0; 11.7; 999.4;2;0; 10.4
02.07.2018; 19.0; 6.0; 12.0; 1001.2;3;0; 10.1
03.07.2018; 19.0; 3.0; 10.3; 1005.3;2;0; 8.9
04.07.2018; 22.0; 6.0; 14.9; 1007.5;2;0; 13.9
05.07.2018; 24.0; 5.0; 16.4; 1004.5;2;0; 15.3
06.07.2018; 23.0; 6.0; 15.7; 998.5;3;0; 13.7
07.07.2018; 25.0; 7.0; 16.4; 999.7;3;0; 14.8
08.07.2018; 22.0; 11.0; 17.1; 1002.3;2;0; 16.7
09.07.2018; 27.0; 11.0; 18.8; 1001.2;2;0; 18.7
10.07.2018; 29.0; 11.0; 19.8; 996.5;3;0; 19.0
11.07.2018; 25.0; 10.4; 15.7; 996.6;4;1; 13.6
12.07.2018; 20.0; 9.0; 12.7; 997.2;3;0; 11.1
13.07.2018; 18.0; 9.0; 12.3; 995.8;3;0; 10.6
14.07.2018; 19.0; 9.7; 12.6; 1000.4;3;1; 11.0
15.07.2018; 18.0; 8.0; 12.5; 1002.6;3;0; 10.8
16.07.2018; 19.0; 9.0; 13.1; 999.4;3;0; 11.4
17.07.2018; 19.0; 9.5; 13.3; 996.1;3;0; 11.8
18.07.2018; 20.0; 8.0; 12.4; 995.0;3;0; 10.7
19.07.2018; 16.0; 7.0; 11.4; 995.5;2;2; 10.1
20.07.2018; 23.0; 4.0; 13.6; 997.5;2;0; 12.1
21.07.2018; 24.0; 3.0; 14.9; 994.9;2;0; 13.6
22.07.2018; 27.0; 9.0; 19.3; 996.2;3;0; 17.9
23.07.2018; 27.0; 7.0; 17.9; 997.3;3;0; 16.6
24.07.2018; 24.0; 12.6; 16.6; 1000.6;2;1; 16.3
25.07.2018; 20.0; 12.6; 16.9; 993.4;3;12; 16.5
26.07.2018; 15.0; 11.4; 13.7; 990.2;2;2; 13.3
27.07.2018; 22.0; 10.0; 16.2; 992.6;3;0; 15.2
28.07.2018; 25.0; 9.0; 17.0; 995.1;2;0; 16.4
29.07.2018; 20.0; 11.6; 15.3; 990.7;2;5; 15.0
30.07.2018; 20.0; 12.1; 16.1; 981.8;3;0; 15.2
31.07.2018; 21.0; 9.0; 15.1;9999;2;1; 14.2
01.08.2018; 18.0; 11.1; 14.6; 984.2;3;11; 13.5
02.08.2018; 21.0; 11.0; 15.3; 990.5;2;0; 14.8
03.08.2018; 19.0; 9.0; 14.6; 992.7;1;0; 14.7
04.08.2018; 23.0; 8.0; 15.3; 990.4;1;1; 15.5
05.08.2018; 23.0; 10.9; 15.8; 993.1;1;1; 16.2
06.08.2018; 20.0; 12.0; 15.4; 998.9;3;0; 14.4
07.08.2018; 15.0; 11.2; 13.5; 1002.5;3;4; 12.3
08.08.2018; 17.0; 10.8; 13.3; 999.3;2;24; 12.7
09.08.2018; 22.0; 9.0; 15.3; 998.5;1;1; 15.4
10.08.2018; 22.0; 11.6; 15.8; 998.9;1;0; 16.1
11.08.2018; 20.0; 10.0; 14.8; 1000.3;1;0; 15.0
12.08.2018; 21.0; 6.0; 13.7; 999.6;2;0; 12.8
13.08.2018; 21.0; 9.3; 14.9; 1002.2;3;0; 13.6
14.08.2018; 20.0; 6.0; 13.9; 1006.5;3;0; 12.3
15.08.2018; 24.0; 3.0; 15.2; 1006.0;3;0; 13.2
16.08.2018; 24.0; 3.0; 14.3; 1001.1;2;0; 12.9
17.08.2018; 21.0; 11.9; 15.9; 1000.3;3;0; 14.9
18.08.2018; 23.0; 10.0; 15.8; 997.3;2;0; 15.3
19.08.2018; 25.0; 10.0; 17.9; 988.7;3;0; 16.6
20.08.2018; 22.0; 0.0; 12.4;9999;3;0; 9.6
21.08.2018; 24.0; 2.0; 13.3; 994.9;2;0; 11.4
22.08.2018; 22.0; 2.0; 12.8; 998.1;2;0; 11.3
23.08.2018; 24.0; 10.2; 15.5; 998.9;2;0; 14.9
24.08.2018; 20.0; 12.4; 15.8; 999.0;1;0; 16.2
25.08.2018; 20.0; 12.2; 16.6; 997.5;1;0; 17.2
26.08.2018; 19.0; 2.0; 11.4; 1001.8;2;0; 9.8
27.08.2018; 21.0; 0.0; 11.5; 1002.7;2;0; 9.6
28.08.2018; 21.0; 7.3; 14.3; 1001.0;3;0; 12.4
29.08.2018; 19.0; 1.0; 10.4; 1004.6;2;0; 8.8
30.08.2018; 20.0; 5.0; 13.1; 1006.5;3;0; 11.4
31.08.2018; 20.0; 10.4; 14.0; 1007.0;3;0; 12.5
01.09.2018; 16.0; 7.0; 12.0; 1003.6;2;0; 11.0
02.09.2018; 17.0; 9.8; 13.7; 998.4;2;0; 12.9
03.09.2018; 20.0; 4.0; 12.4; 998.7;2;0; 11.4
04.09.2018; 18.0; 10.2; 14.2; 1003.8;1;1; 14.4
05.09.2018; 17.0; 9.6; 13.5; 1003.2;2;0; 12.9
06.09.2018; 16.0; 10.7; 13.4; 998.9;6;18; 10.2
07.09.2018; 16.0; 10.2; 13.9; 1000.5;6;13; 10.8
08.09.2018; 17.0; 9.6; 13.9; 998.2;4;7; 12.0
09.09.2018; 16.0; 9.1; 13.5;9999;5;19; 10.9
10.09.2018; 16.0; 5.8; 10.6; 994.3;2;1; 9.2
11.09.2018; 14.0; 4.7; 9.4; 996.3;2;3; 7.9
12.09.2018; 12.0; 4.0; 8.9; 1002.2;1;0; 7.9
13.09.2018; 16.0; 2.0; 7.6; 1003.6;1;1; 6.4
14.09.2018; 17.0; -2.0; 8.3; 997.0;1;0; 6.9
15.09.2018; 17.0; 3.0; 11.3;9999;2;0; 9.5
16.09.2018; 19.0; 4.0; 10.2; 991.5;3;0; 8.0
17.09.2018; 11.0; 7.2; 9.1;9999;3;9999; 6.9
18.09.2018; 13.0; 8.4; 11.4; 982.4;3;20; 9.6
19.09.2018; 15.0; 8.3; 12.3; 983.7;3;1; 10.2
20.09.2018; 12.3; 6.0; 8.6; 992.0;2;1; 6.9
21.09.2018; 13.0; 6.5; 9.9; 995.4;1;1; 9.2
22.09.2018; 17.0; 5.0; 10.2; 996.0;1;0; 9.3
23.09.2018; 16.0; 1.0; 8.1; 995.3;2;0; 6.0
24.09.2018; 7.0; -4.0; 1.8;9999;1;0; -0.2
25.09.2018; 16.0; -4.0; 6.1; 996.5;1;0; 4.3
26.09.2018; 16.0; -1.0; 6.9; 996.8;2;0; 4.4
27.09.2018; 17.0; 4.0; 9.2; 997.7;2;0; 7.5
28.09.2018; 15.0; 6.4; 11.2; 984.4;5;15; 7.9
29.09.2018; 11.0; 0.4; 5.7; 980.0;3;1; 2.8
30.09.2018; 10.0; 1.1; 5.8; 981.5;2;1; 3.3
01.10.2018; 9.0; 0.7; 4.9; 975.4;2;0; 2.2
02.10.2018; 12.0; -6.0; 3.4; 976.0;2;0; 0.6
03.10.2018; 12.0; -3.0; 3.7; 984.6;2;0; 0.9
04.10.2018; 12.0; 0.1; 6.1; 990.2;4;0; 2.0
05.10.2018; 10.0; 0.4; 5.5; 994.1;4;0; 1.4
06.10.2018; 8.9; 1.2; 3.8; 999.8;5;0; -1.2
07.10.2018; 7.9; -7.0; 0.3; 1002.2;3;0; -3.6
08.10.2018; 5.1; -2.0; 1.3; 1001.3;1;1; -1.1
09.10.2018; 4.0; -2.0; 0.9; 999.6;2;0; -2.2
10.10.2018; 10.0; -0.4; 4.6; 995.9;2;0; 1.7
11.10.2018; 9.0; 0.0; 4.2; 993.7;2;3; 1.6
12.10.2018; 7.0; -1.0; 3.4; 990.0;2;9; 0.8
13.10.2018; 7.0; 0.8; 4.4; 994.5;4;0; 0.2
14.10.2018; 9.0; -10.0; 0.3; 1006.5;2;0; -2.9
15.10.2018; 7.0; -12.0; -2.2; 1007.3;1;0; -4.9
16.10.2018; 7.0; -12.0; -2.8; 1007.6;2;0; -6.3
